id,league,year,year_id,Batting Average,On-Base Percentage,Slugging Percentage,Statistic,Statistic Value,TB,Team,Total At Bats,Total Caught Stealings,Total Doubles,Total Games,Total Hits,Total Home Runs,Total Runs,Total Runs Batted In,Total Stolen Bases,Total Strikeouts,Total Triples,Total Walks
1359,National League,1916,1,,,,Base on Balls,437,,Boston,,,,,,,,,,,,
1360,National League,1916,2,,,,Batting Average,.261,,Brooklyn,,,,,,,,,,,,
1361,National League,1916,3,,,,Doubles,223,,Philadelphia,,,,,,,,,,,,
1362,National League,1916,4,,,,Hits,"1,366",,Brooklyn,,,,,,,,,,,,
1363,National League,1916,5,,,,Home Runs,46,,Chicago,,,,,,,,,,,,
1364,National League,1916,6,,,,On Base Percentage,.313,,Brooklyn,,,,,,,,,,,,
1365,National League,1916,7,,,,Runs,597,,New York,,,,,,,,,,,,
1366,National League,1916,8,,,,Slugging Average,.345,,Brooklyn,,,,,,,,,,,,
1367,National League,1916,9,,,,Stolen Bases,206,,New York,,,,,,,,,,,,
1368,National League,1917,1,,,,Base on Balls,435,,Philadelphia,,,,,,,,,,,,
1369,National League,1917,2,,,,Batting Average,.264,,Cincinnati,,,,,,,,,,,,
1370,National League,1917,3,,,,Doubles,225,,Philadelphia,,,,,,,,,,,,
1371,National League,1917,4,,,,Hits,"1,385",,Cincinnati,,,,,,,,,,,,
1372,National League,1917,5,,,,Home Runs,39,,New York,,,,,,,,,,,,
1373,National League,1917,6,,,,On Base Percentage,.317,,New York,,,,,,,,,,,,
1374,National League,1917,7,,,,Runs,635,,New York,,,,,,,,,,,,
1375,National League,1917,8,,,,Slugging Average,.354,,Cincinnati,,,,,,,,,,,,
1376,National League,1917,9,,,,Stolen Bases,162,,New York,,,,,,,,,,,,
1377,National League,1918,1,,,,Base on Balls,371,,Pittsburgh,,,,,,,,,,,,
1378,National League,1918,2,,,,Batting Average,.278,,Cincinnati,,,,,,,,,,,,
1379,National League,1918,3,,,,Doubles,165,,Cincinnati,,,,,,,,,,,,
1380,National League,1918,4,,,,Hits,"1,185",,Cincinnati,,,,,,,,,,,,
1381,National League,1918,5,,,,Home Runs,27,,St. Louis,,,,,,,,,,,,
1382,National League,1918,6,,,,On Base Percentage,.330,,Cincinnati,,,,,,,,,,,,
1383,National League,1918,7,,,,Runs,538,,Chicago,,,,,,,,,,,,
1384,National League,1918,8,,,,Slugging Average,.366,,Cincinnati,,,,,,,,,,,,
1385,National League,1918,9,,,,Stolen Bases,200,,Pittsburgh,,,,,,,,,,,,
1386,National League,1919,1,,,,Base on Balls,405,,Cincinnati,,,,,,,,,,,,
1387,National League,1919,2,,,,Batting Average,.269,,New York,,,,,,,,,,,,
1388,National League,1919,3,,,,Doubles,208,,Philadelphia,,,,,,,,,,,,
1389,National League,1919,4,,,,Hits,"1,272",,Brooklyn,,,,,,,,,,,,
1390,National League,1919,5,,,,Home Runs,42,,Philadelphia,,,,,,,,,,,,
1391,National League,1919,6,,,,On Base Percentage,.327,,Cincinnati,,,,,,,,,,,,
1392,National League,1919,7,,,,Runs,605,,New York,,,,,,,,,,,,
1393,National League,1919,8,,,,Slugging Average,.366,,New York,,,,,,,,,,,,
1394,National League,1919,9,,,,Stolen Bases,196,,Pittsburgh,,,,,,,,,,,,
1395,National League,1920,1,,,,Base on Balls,432,,New York,,,,,,,,,,,,
1396,National League,1920,2,,,,Batting Average,.289,,St. Louis,,,,,,,,,,,,
1397,National League,1920,3,,,,Doubles,238,,St. Louis,,,,,,,,,,,,
1398,National League,1920,4,,,,Hits,"1,589",,St. Louis,,,,,,,,,,,,
1399,National League,1920,5,,,,Home Runs,64,,Philadelphia,,,,,,,,,,,,
1400,National League,1920,6,,,,On Base Percentage,.337,,St. Louis,,,,,,,,,,,,
1401,National League,1920,7,,,,Runs,682,,New York,,,,,,,,,,,,
1402,National League,1920,8,,,,Slugging Average,.385,,St. Louis,,,,,,,,,,,,
1403,National League,1920,9,,,,Stolen Bases,181,,Pittsburgh,,,,,,,,,,,,
1404,National League,1921,1,,,,Base on Balls,469,,New York,,,,,,,,,,,,
1405,National League,1921,2,,,,Batting Average,.308,,St. Louis,,,,,,,,,,,,
1406,National League,1921,3,,,,Doubles,260,,St. Louis,,,,,,,,,,,,
1407,National League,1921,4,,,,Hits,"1,635",,St. Louis,,,,,,,,,,,,
1408,National League,1921,5,,,,Home Runs,88,,Philadelphia,,,,,,,,,,,,
1409,National League,1921,6,,,,On Base Percentage,.359,,New York,,,,,,,,,,,,
1410,National League,1921,7,,,,Runs,840,,New York,,,,,,,,,,,,
1411,National League,1921,8,,,,Slugging Average,.437,,St. Louis,,,,,,,,,,,,
1412,National League,1921,9,,,,Stolen Bases,137,,New York,,,,,,,,,,,,
1413,National League,1922,1,,,,Base on Balls,525,,Chicago,,,,,,,,,,,,
1414,National League,1922,2,,,,Batting Average,.308,,Pittsburgh,,,,,,,,,,,,
1415,National League,1922,3,,,,Doubles,280,,St. Louis,,,,,,,,,,,,
1416,National League,1922,4,,,,Hits,"1,698",,Pittsburgh,,,,,,,,,,,,
1417,National League,1922,5,,,,Home Runs,116,,Philadelphia,,,,,,,,,,,,
1418,National League,1922,6,,,,On Base Percentage,.363,,New York,,,,,,,,,,,,
1419,National League,1922,7,,,,Runs,865,,Pittsburgh,,,,,,,,,,,,
1420,National League,1922,8,,,,Slugging Average,.444,,St. Louis,,,,,,,,,,,,
1421,National League,1922,9,,,,Stolen Bases,145,,Pittsburgh,,,,,,,,,,,,
1422,National League,1923,1,,,,Base on Balls,487,,New York,,,,,,,,,,,,
1423,National League,1923,2,,,,Batting Average,.295,,New York,,,,,,,,,,,,
1424,National League,1923,3,,,,Doubles,274,,St. Louis,,,,,,,,,,,,
1425,National League,1923,4,,,,Hits,"1,610",,New York,,,,,,,,,,,,
1426,National League,1923,5,,,,Home Runs,112,,Philadelphia,,,,,,,,,,,,
1427,National League,1923,6,,,,On Base Percentage,.356,,New York,,,,,,,,,,,,
1428,National League,1923,7,,,,Runs,854,,New York,,,,,,,,,,,,
1429,National League,1923,8,,,,Slugging Average,.415,,New York,,,,,,,,,,,,
1430,National League,1924,1,,,,Base on Balls,469,,Chicago,,,,,,,,,,,,
1431,National League,1924,2,,,,Batting Average,.300,,New York,,,,,,,,,,,,
1432,National League,1924,3,,,,Doubles,270,,St. Louis,,,,,,,,,,,,
1433,National League,1924,4,,,,Hits,"1,634",,New York,,,,,,,,,,,,
1434,National League,1924,5,,,,Home Runs,95,,New York,,,,,,,,,,,,
1435,National League,1924,6,,,,On Base Percentage,.358,,New York,,,,,,,,,,,,
1436,National League,1924,7,,,,Runs,857,,New York,,,,,,,,,,,,
1437,National League,1924,8,,,,Slugging Average,.432,,New York,,,,,,,,,,,,
1438,National League,1925,1,,,,Base on Balls,499,,Pittsburgh,,,,,,,,,,,,
1439,National League,1925,2,,,,Batting Average,.307,,Pittsburgh,,,,,,,,,,,,
1440,National League,1925,3,,,,Doubles,316,,Pittsburgh,,,,,,,,,,,,
1441,National League,1925,4,,,,Hits,"1,651",,Pittsburgh,,,,,,,,,,,,
1442,National League,1925,5,,,,Home Runs,114,,New York,,,,,,,,,,,,
1443,National League,1925,6,,,,On Base Percentage,.369,,Pittsburgh,,,,,,,,,,,,
1444,National League,1925,7,,,,Runs,912,,Pittsburgh,,,,,,,,,,,,
1445,National League,1925,8,,,,Slugging Average,.449,,Pittsburgh,,,,,,,,,,,,
1446,National League,1926,1,,,,Base on Balls,478,,St. Louis,,,,,,,,,,,,
1447,National League,1926,2,,,,Batting Average,.290,,Cincinnati,,,,,,,,,,,,
1448,National League,1926,3,,,,Doubles,291,,Chicago,,,,,,,,,,,,
1449,National League,1926,4,,,,Hits,"1,541",,Cincinnati,,,,,,,,,,,,
1450,National League,1926,5,,,,Hits,"1,541",,St. Louis,,,,,,,,,,,,
1451,National League,1926,6,,,,Home Runs,90,,St. Louis,,,,,,,,,,,,
1452,National League,1926,7,,,,On Base Percentage,.349,,Cincinnati,,,,,,,,,,,,
1453,National League,1926,8,,,,Runs,817,,St. Louis,,,,,,,,,,,,
1454,National League,1926,9,,,,Slugging Average,.415,,St. Louis,,,,,,,,,,,,
1455,National League,1927,1,,,,Base on Balls,484,,St. Louis,,,,,,,,,,,,
1456,National League,1927,2,,,,Batting Average,.305,,Pittsburgh,,,,,,,,,,,,
1457,National League,1927,3,,,,Doubles,266,,Chicago,,,,,,,,,,,,
1458,National League,1927,4,,,,Hits,"1,648",,Pittsburgh,,,,,,,,,,,,
1459,National League,1927,5,,,,Home Runs,109,,New York,,,,,,,,,,,,
1460,National League,1927,6,,,,On Base Percentage,.361,,Pittsburgh,,,,,,,,,,,,
1461,National League,1927,7,,,,Runs,817,,New York,,,,,,,,,,,,
1462,National League,1927,8,,,,Runs,817,,Pittsburgh,,,,,,,,,,,,
1463,National League,1927,9,,,,Slugging Average,.427,,New York,,,,,,,,,,,,
1464,National League,1928,1,,,,Base on Balls,568,,St. Louis,,,,,,,,,,,,
1465,National League,1928,2,,,,Batting Average,.309,,Pittsburgh,,,,,,,,,,,,
1466,National League,1928,3,,,,Doubles,292,,St. Louis,,,,,,,,,,,,
1467,National League,1928,4,,,,Hits,"1,659",,Pittsburgh,,,,,,,,,,,,
1468,National League,1928,5,,,,Home Runs,118,,New York,,,,,,,,,,,,
1469,National League,1928,6,,,,On Base Percentage,.364,,Pittsburgh,,,,,,,,,,,,
1470,National League,1928,7,,,,Runs,837,,Pittsburgh,,,,,,,,,,,,
1471,National League,1928,8,,,,Slugging Average,.430,,New York,,,,,,,,,,,,
1472,National League,1928,9,,,,Stolen Bases,83,,Chicago,,,,,,,,,,,,
1473,National League,1929,1,,,,Base on Balls,589,,Chicago,,,,,,,,,,,,
1474,National League,1929,2,,,,Batting Average,.309,,Philadelphia,,,,,,,,,,,,
1475,National League,1929,3,,,,Doubles,310,,Chicago,,,,,,,,,,,,
1476,National League,1929,4,,,,Doubles,310,,St. Louis,,,,,,,,,,,,
1477,National League,1929,5,,,,Hits,"1,693",,Philadelphia,,,,,,,,,,,,
1478,National League,1929,6,,,,Home Runs,153,,Philadelphia,,,,,,,,,,,,
1479,National League,1929,7,,,,On Base Percentage,.377,,Philadelphia,,,,,,,,,,,,
1480,National League,1929,8,,,,Runs,982,,Chicago,,,,,,,,,,,,
1481,National League,1929,9,,,,Slugging Average,.467,,Philadelphia,,,,,,,,,,,,
1482,National League,1930,1,,,,Base on Balls,588,,Chicago,,,,,,,,,,,,
1483,National League,1930,2,,,,Batting Average,.319,,New York,,,,,,,,,,,,
1484,National League,1930,3,,,,Doubles,373,,St. Louis,,,,,,,,,,,,
1485,National League,1930,4,,,,Hits,"1,783",,Philadelphia,,,,,,,,,,,,
1486,National League,1930,5,,,,Home Runs,171,,Chicago,,,,,,,,,,,,
1487,National League,1930,6,,,,On Base Percentage,.378,,Chicago,,,,,,,,,,,,
1488,National League,1930,7,,,,Runs,"1,004",,St. Louis,,,,,,,,,,,,
1489,National League,1930,8,,,,Slugging Average,.481,,Chicago,,,,,,,,,,,,
1490,National League,1931,1,,,,Base on Balls,577,,Chicago,,,,,,,,,,,,
1491,National League,1931,2,,,,Batting Average,.289,,Chicago,,,,,,,,,,,,
1492,National League,1931,3,,,,Doubles,353,,St. Louis,,,,,,,,,,,,
1493,National League,1931,4,,,,Hits,"1,578",,Chicago,,,,,,,,,,,,
1494,National League,1931,5,,,,Home Runs,101,,New York,,,,,,,,,,,,
1495,National League,1931,6,,,,On Base Percentage,.360,,Chicago,,,,,,,,,,,,
1496,National League,1931,7,,,,Runs,828,,Chicago,,,,,,,,,,,,
1497,National League,1931,8,,,,Slugging Average,.422,,Chicago,,,,,,,,,,,,
1498,National League,1932,1,,,,Base on Balls,446,,Philadelphia,,,,,,,,,,,,
1499,National League,1932,2,,,,Batting Average,.292,,Philadelphia,,,,,,,,,,,,
1500,National League,1932,3,,,,Doubles,330,,Philadelphia,,,,,,,,,,,,
1501,National League,1932,4,,,,Hits,"1,608",,Philadelphia,,,,,,,,,,,,
1502,National League,1932,5,,,,Home Runs,122,,Philadelphia,,,,,,,,,,,,
1503,National League,1932,6,,,,On Base Percentage,.348,,Philadelphia,,,,,,,,,,,,
1504,National League,1932,7,,,,Runs,844,,Philadelphia,,,,,,,,,,,,
1505,National League,1932,8,,,,Slugging Average,.442,,Philadelphia,,,,,,,,,,,,
1506,National League,1932,9,,,,Stolen Bases,92,,St. Louis,,,,,,,,,,,,
1507,National League,1932,10,,,,Triples,90,,Pittsburgh,,,,,,,,,,,,
1508,National League,1933,1,,,,Base on Balls,397,,Brooklyn,,,,,,,,,,,,
1509,National League,1933,2,,,,Batting Average,.285,,Pittsburgh,,,,,,,,,,,,
1510,National League,1933,3,,,,Doubles,256,,Chicago,,,,,,,,,,,,
1511,National League,1933,4,,,,Doubles,256,,St. Louis,,,,,,,,,,,,
1512,National League,1933,5,,,,Hits,"1,548",,Pittsburgh,,,,,,,,,,,,
1513,National League,1933,6,,,,Home Runs,82,,New York,,,,,,,,,,,,
1514,National League,1933,7,,,,On Base Percentage,.333,,Pittsburgh,,,,,,,,,,,,
1515,National League,1933,8,,,,Runs,687,,St. Louis,,,,,,,,,,,,
1516,National League,1933,9,,,,Slugging Average,.383,,Pittsburgh,,,,,,,,,,,,
1517,National League,1934,1,,,,Base on Balls,548,,Brooklyn,,,,,,,,,,,,
1518,National League,1934,2,,,,Batting Average,.288,,St. Louis,,,,,,,,,,,,
1519,National League,1934,3,,,,Doubles,294,,St. Louis,,,,,,,,,,,,
1520,National League,1934,4,,,,Hits,"1,582",,St. Louis,,,,,,,,,,,,
1521,National League,1934,5,,,,Home Runs,126,,New York,,,,,,,,,,,,
1522,National League,1934,6,,,,On Base Percentage,.350,,Brooklyn,,,,,,,,,,,,
1523,National League,1934,7,,,,Runs,799,,St. Louis,,,,,,,,,,,,
1524,National League,1934,8,,,,Slugging Average,.425,,St. Louis,,,,,,,,,,,,
1525,National League,1935,1,,,,Base on Balls,464,,Chicago,,,,,,,,,,,,
1526,National League,1935,2,,,,Batting Average,.288,,Chicago,,,,,,,,,,,,
1527,National League,1935,3,,,,Doubles,303,,Chicago,,,,,,,,,,,,
1528,National League,1935,4,,,,Hits,"1,608",,New York,,,,,,,,,,,,
1529,National League,1935,5,,,,Home Runs,123,,New York,,,,,,,,,,,,
1530,National League,1935,6,,,,On Base Percentage,.347,,Chicago,,,,,,,,,,,,
1531,National League,1935,7,,,,Runs,847,,Chicago,,,,,,,,,,,,
1532,National League,1935,8,,,,Slugging Average,.416,,New York,,,,,,,,,,,,
1533,National League,1936,1,,,,Base on Balls,517,,Pittsburgh,,,,,,,,,,,,
1534,National League,1936,2,,,,Batting Average,.286,,Pittsburgh,,,,,,,,,,,,
1535,National League,1936,3,,,,Doubles,332,,St. Louis,,,,,,,,,,,,
1536,National League,1936,4,,,,Hits,"1,596",,Pittsburgh,,,,,,,,,,,,
1537,National League,1936,5,,,,Home Runs,103,,Philadelphia,,,,,,,,,,,,
1538,National League,1936,6,,,,On Base Percentage,.349,,Pittsburgh,,,,,,,,,,,,
1539,National League,1936,7,,,,Runs,804,,Pittsburgh,,,,,,,,,,,,
1540,National League,1936,8,,,,Slugging Average,.410,,St. Louis,,,,,,,,,,,,
1541,National League,1936,9,,,,Stolen Bases,69,,St. Louis,,,,,,,,,,,,
1542,National League,1936,10,,,,Triples,80,,Pittsburgh,,,,,,,,,,,,
1543,National League,1937,1,,,,Base on Balls,538,,Chicago,,,,,,,,,,,,
1544,National League,1937,2,,,,Batting Average,.287,,Chicago,,,,,,,,,,,,
1545,National League,1937,3,,,,Doubles,264,,St. Louis,,,,,,,,,,,,
1546,National League,1937,4,,,,Hits,"1,550",,Pittsburgh,,,,,,,,,,,,
1547,National League,1937,5,,,,Home Runs,111,,New York,,,,,,,,,,,,
1548,National League,1937,6,,,,On Base Percentage,.355,,Chicago,,,,,,,,,,,,
1549,National League,1937,7,,,,Runs,811,,Chicago,,,,,,,,,,,,
1550,National League,1937,8,,,,Slugging Average,.416,,Chicago,,,,,,,,,,,,
1551,National League,1938,1,,,,Base on Balls,611,,Brooklyn,,,,,,,,,,,,
1552,National League,1938,2,,,,Batting Average,.279,,Pittsburgh,,,,,,,,,,,,
1553,National League,1938,3,,,,Doubles,288,,St. Louis,,,,,,,,,,,,
1554,National League,1938,4,,,,Hits,"1,542",,St. Louis,,,,,,,,,,,,
1555,National League,1938,5,,,,Home Runs,125,,New York,,,,,,,,,,,,
1556,National League,1938,6,,,,On Base Percentage,.340,,Pittsburgh,,,,,,,,,,,,
1557,National League,1938,7,,,,Runs,725,,St. Louis,,,,,,,,,,,,
1558,National League,1938,8,,,,Slugging Average,.407,,St. Louis,,,,,,,,,,,,
1559,National League,1939,1,,,,Base on Balls,564,,Brooklyn,,,,,,,,,,,,
1560,National League,1939,2,,,,Batting Average,.294,,St. Louis,,,,,,,,,,,,
1561,National League,1939,3,,,,Doubles,332,,St. Louis,,,,,,,,,,,,
1562,National League,1939,4,,,,Hits,"1,601",,St. Louis,,,,,,,,,,,,
1563,National League,1939,5,,,,Home Runs,116,,New York,,,,,,,,,,,,
1564,National League,1939,6,,,,On Base Percentage,.354,,St. Louis,,,,,,,,,,,,
1565,National League,1939,7,,,,Runs,779,,St. Louis,,,,,,,,,,,,
1566,National League,1939,8,,,,Slugging Average,.432,,St. Louis,,,,,,,,,,,,
1567,National League,1939,9,,,,Stolen Bases,61,,Chicago,,,,,,,,,,,,
1568,National League,1940,1,,,,Base on Balls,553,,Pittsburgh,,,,,,,,,,,,
1569,National League,1940,2,,,,Batting Average,.276,,Pittsburgh,,,,,,,,,,,,
1570,National League,1940,3,,,,Doubles,276,,Pittsburgh,,,,,,,,,,,,
1571,National League,1940,4,,,,Hits,"1,514",,St. Louis,,,,,,,,,,,,
